Transaction,Type,Currency,Amount,USD Equivalent,Details,Outstanding Loan,Date / Time
NXTU4nnf1xjKG,TransferOut,DAI,-10.60211541,$10.60211541,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.50,2020-08-01 09:19:55
NXTgZqx0mupiJ,TransferOut,PAX,-50.00000000,$50,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.50,2020-08-01 09:18:26
NXTDIxjVFGKDb,TransferIn,PAX,16.71675615,$16.71675615,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.50,2020-08-01 09:18:13
NXTYqqTDqTXz7,TransferOut,XRP,-50.00668403,$13.246270532707,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.50,2020-08-01 09:17:01
NXTTGERpuuPcE,TransferOut,BTC,-0.00400053,$46.526563953,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.50,2020-08-01 09:16:38
NXTcJ42ClAWzh,TransferOut,BCH,-0.04351238,$13.454027896,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.50,2020-08-01 09:16:10
NXTflHbBfrW0H,TransferOut,XLM,-200.02673612,$20.106087434574,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.50,2020-08-01 09:15:18
NXTLXDy2yT7t2,TransferOut,LINK,-2.00026736,$15.668712313494,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.50,2020-08-01 09:14:52
NXTsGKkXQocOK,TransferOut,TRX,-538.77201373,$10.709171316911,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.50,2020-08-01 09:14:32
NXTpxk7fGzuOS,TransferIn,USDTERC,85.30749000,$85.30749,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.50,2020-08-01 07:43:35
NXTH6EslnmGWr,TransferIn,NEXO,1443.81509362,$342.82956253479,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.50,2020-08-01 07:43:04
NXTwsBFd6NsPc,TransferOut,USDTERC,-140.79919000,$140.79919,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.50,2020-08-01 07:42:38
NXTE9H4XfqnSW,TransferIn,USDTERC,17.53645800,$17.536458,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.50,2020-08-01 07:38:46
NXToKbQ12tGyO,TransferOut,ETH,-0.06192827,$22.1189201959,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.50,2020-08-01 07:38:12
NXT3YimOJo0T6,Interest,BCH,0.00000581,$0.001739514,approved / BCH Interest Earned,$653.50,2020-08-01 01:00:02
NXTP6bW6v1EEc,Interest,PAX,0.01503633,$0.01503633,approved / PAX Interest Earned,$653.50,2020-08-01 01:00:02
NXTOI2AHnxuWa,Interest,BTC,0.00000053,$0.005990113,approved / BTC Interest Earned,$653.50,2020-08-01 01:00:02
NXTDc3sGjb9j3,Interest,LINK,0.00026736,$0.00205794531552,approved / LINK Interest Earned,$653.50,2020-08-01 01:00:02
NXTVhj30Q7OTz,Interest,ETH,0.00000827,$0.0028445492,approved / ETH Interest Earned,$653.50,2020-08-01 01:00:02
NXTgGJtdcg3gB,Interest,XLM,0.02673612,$0.00257966127432,approved / XLM Interest Earned,$653.50,2020-08-01 01:00:02
NXTV55qrlXmwP,Interest,TUSD,0.01436368,$0.01436368,approved / TUSD Interest Earned,$653.50,2020-08-01 01:00:02
NXTe7vREbnuJs,Interest,DAI,0.00276810,$0.0027681,approved / DAI Interest Earned,$653.50,2020-08-01 01:00:02
NXTqcyaaMl0hv,Interest,TRX,0.07201373,$0.00141449368466,approved / TRX Interest Earned,$653.50,2020-08-01 01:00:02
NXT1Ut2HtbTfu,Interest,XRP,0.00668403,$0.001717127307,approved / XRP Interest Earned,$653.50,2020-08-01 01:00:02
NXTKb9je2Vzv3,Interest,USD,-0.11000000,$0.11,approved / Interest,$653.50,2020-08-01 00:00:02
NXTDwnz8ebt9f,TransferIn,PAX,22.57564300,$22.575643,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.40,2020-07-31 20:27:58
NXTMzdZVUs0X8,TransferIn,PAX,35.00000000,$35,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.40,2020-07-31 20:27:47
NXT2lZwMnTcPt,TransferIn,TUSD,55.00000000,$55,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.40,2020-07-31 20:27:11
NXTZUgirFp6vB,TransferOut,TUSD,-111.56611697,$111.56611697,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.40,2020-07-31 20:26:53
NXTraLtawLLg7,TransferIn,ETH,0.05000000,$17.1795,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.40,2020-07-31 20:25:57
NXT0dBTxmbT3a,TransferIn,USDC,150.00000000,$150,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.40,2020-07-31 20:25:29
NXTOJSg5OgqBP,TransferOut,USDC,-160.62318400,$160.623184,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.40,2020-07-31 20:25:11
NXTSGvzp69L8E,Deposit,USDC,160.62318400,$160.623184,approved / 0xbbc9da8c56f4eaeed29a7a677ada9e150fef53c15df8d9fc24e521852ebf4a9b,$653.40,2020-07-31 20:13:55
NXT3m5RsN0eIN,TransferIn,ETH,0.00192000,$0.658464,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.40,2020-07-31 20:08:15
NXTqSSwhV0ECI,TransferIn,ETH,0.01000000,$3.4244,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.40,2020-07-31 20:05:11
NXTzVIX4LGLZl,TransferIn,BTC,0.00400000,$45.0416,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.40,2020-07-31 20:04:48
NXTVPpxjgYWN1,Deposit,USDTERC,123.26273200,$123.262732,approved / 0xd5f051b16c1aafbc206309a06db9b6c5aa12e132c56dcadf93e3ad1569b4d801,$653.40,2020-07-31 19:57:26
NXTExlHgk7mnM,Interest,BCH,0.00000581,$0.001708721,approved / BCH Interest Earned,$653.40,2020-07-31 01:00:02
NXT9NFHPhPu2C,Interest,USD,-0.11000000,$0.11,approved / Interest,$653.40,2020-07-31 00:00:02
NXTa1omS9IQHS,TransferIn,LINK,2.00000000,$14.820886,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.29,2020-07-30 19:00:39
NXT6kvYwbdumk,TransferOut,LINK,-4.79000000,$35.49602197,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.29,2020-07-30 19:00:13
NXTH7aFtLiroU,TransferOut,XLM,-100.00000000,$9.5446,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.29,2020-07-30 18:54:51
NXTQAPqGByzBx,TransferIn,XRP,50.00000000,$12.125,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.29,2020-07-30 18:54:17
NXTBWyEVQ9jRb,TransferOut,XRP,-95.85981400,$23.246004895,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.29,2020-07-30 18:53:59
NXTwtWckeKThF,Deposit,XRP,95.85981400,$23.246004895,approved / AB1338F9A002A6EE922EE2A103D79FD94C2ADE9B0099AA20924FCE5D4FB6378E,$653.29,2020-07-30 18:53:21
NXTyDLjKY9JLW,TransferIn,XLM,300.00000000,$28.6197,approved / Transfer from Credit Line Wallet to Savings Wallet,$653.29,2020-07-30 18:50:52
NXTjZu7ZmK3bA,TransferOut,XLM,-369.58999990,$35.25851640046,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.29,2020-07-30 18:50:19
NXTYOg4nvBmrO,Deposit,XLM,369.58999990,$35.252972550462,approved / 417fc33ba9b17bf74d5565a6b3d7b33e7f6d202715ac469f4820754c2c51a4e0,$653.29,2020-07-30 18:49:01
NXTtwYoWWP0cu,Deposit,LINK,4.79000000,$35.57037235,approved / 0x0844cdaf5bc1f60b101eba3c0a0439eda407ddb7a0f095f69c07791567b749c2,$653.29,2020-07-30 18:47:20
NXTbEGReBJAKO,Deposit,DAI,10.59934731,$10.59934731,approved / 0x36ea10fa7b0df3df7834d6046a6e1ae0476184148f812fa557989e9a370fd557,$653.29,2020-07-30 18:15:31
NXT9oC4gdm9x5,Deposit,TUSD,111.56611697,$111.56611697,approved / 0x1c0cb2a921789ee79688e83d918aa1e1cc8566a024ea09e9a99104454bea71a6,$653.29,2020-07-30 15:02:18
NXTdH1RsduNcF,Deposit,NEXOBEP2,200.10000000,$45.8945358,approved / EC8EF0F0E3A2DA7D4B04F1AA704D1E0F8F556B5886CDFEC1E5BD9C5FC15664D7,$653.29,2020-07-30 14:33:46
NXTSb39rZXcoi,TransferOut,TRX,-500.00000000,$9.467,approved / Transfer from Savings Wallet to Credit Line Wallet,$653.29,2020-07-30 14:20:44
NXTm0XRB9shDv,Deposit,TRX,1038.70000000,$19.683365,approved / 4e63b9c02f71172320557c8b8b8f948e102eb26367471140bb4c8428a0725147,$653.29,2020-07-30 14:15:47
NXTXReXiyj42g,WithdrawalCredit,USD,-500.00000000,$500,approved / Alfonso Albano,$653.29,2020-07-30 12:57:44
NXTv7vjqaoRAV,TransferOut,BCH,-0.00995970,$2.82158301,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTIoCvyCtoIK,TransferOut,EOS,-5.90358647,$17.649757651005,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTgUU85ozBQ9,TransferOut,LTC,-0.22781081,$12.406753265978,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXT4AlKDR4YXy,TransferOut,LINK,-1.00281094,$7.2137285193775,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTRr2WL39vfn,TransferOut,XRP,-26.13466890,$6.364314570528,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTpXJiSfFInc,TransferOut,XLM,-69.41021968,$6.6352699503096,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTDDauaHKfvR,TransferOut,TUSD,-14.11378750,$14.1137875,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTats6htQ33G,TransferOut,PAX,-74.29239915,$74.29239915,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTya9IpVVQB5,TransferOut,USDC,-129.12401945,$129.12401945,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTMGQUx7anIu,TransferOut,DAI,-109.69453556,$109.69453556,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTjwhh4jgAQj,TransferOut,USDTERC,-100.83909686,$100.83909686,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXT7cytCLlXYY,TransferOut,ETH,-0.11131878,$35.3259016452,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTVJG5JxqugN,TransferOut,BTC,-0.00375459,$41.065077207,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTszXHRZwHoC,TransferOut,NEXO,-510.83813147,$118.00054334078,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.29,2020-07-30 12:57:44
NXTICR1OfyXzk,Interest,BCH,0.00000714,$0.002072742,approved / BCH Interest Earned,$153.29,2020-07-30 01:00:03
NXTP6s9MVMW0u,Interest,TUSD,0.00368496,$0.00368496,approved / TUSD Interest Earned,$153.29,2020-07-30 01:00:03
NXTo6yS41Gin0,Interest,LINK,0.00013403,$0.00094643300856,approved / LINK Interest Earned,$153.29,2020-07-30 01:00:03
NXTx9o2QrWqAT,Interest,XRP,0.00349323,$0.0008605222782,approved / XRP Interest Earned,$153.29,2020-07-30 01:00:03
NXTvWfKmdQCkP,Interest,USDC,0.03371295,$0.03371295,approved / USDC Interest Earned,$153.29,2020-07-30 01:00:03
NXTU4qybmM2qD,Interest,PAX,0.01939698,$0.01939698,approved / PAX Interest Earned,$153.29,2020-07-30 01:00:03
NXTOUExDqmuTK,Interest,BTC,0.00000050,$0.0056264,approved / BTC Interest Earned,$153.29,2020-07-30 01:00:03
NXTmAW9LSsHb9,Interest,EOS,0.00078908,$0.00242822562596,approved / EOS Interest Earned,$153.29,2020-07-30 01:00:03
NXTrx4KPqv88U,Interest,XLM,0.00927755,$0.00088510610265,approved / XLM Interest Earned,$153.29,2020-07-30 01:00:03
NXT4xNEWOdkSm,Interest,DAI,0.02864011,$0.02864011,approved / DAI Interest Earned,$153.29,2020-07-30 01:00:03
NXTiav8ygNCzE,Interest,LTC,0.00003044,$0.00169257157496,approved / LTC Interest Earned,$153.29,2020-07-30 01:00:03
NXTs90U6JOqIw,Interest,USDTERC,0.02632805,$0.02632805,approved / USDT Interest Earned,$153.29,2020-07-30 01:00:03
NXTJHVFCqBCRL,Interest,ETH,0.00001487,$0.0047835303,approved / ETH Interest Earned,$153.29,2020-07-30 01:00:03
NXTNAVrkppKQm,Interest,USD,-0.03000000,$0.03,approved / Interest,$153.29,2020-07-30 00:00:02
NXTs7OoVn2KfC,Interest,PAX,0.01939191,$0.01939191,approved / PAX Interest Earned,$153.27,2020-07-29 01:00:02
NXTvZcNUhjJfm,Interest,BTC,0.00000050,$0.00548245,approved / BTC Interest Earned,$153.27,2020-07-29 01:00:02
NXTmDTC3XBOWW,Interest,USDC,0.03370415,$0.03370415,approved / USDC Interest Earned,$153.27,2020-07-29 01:00:02
NXTHJRGtlQFbk,Interest,BCH,0.00000714,$0.00209916,approved / BCH Interest Earned,$153.27,2020-07-29 01:00:02
NXT2fzf8zazrO,Interest,DAI,0.02863263,$0.02863263,approved / DAI Interest Earned,$153.27,2020-07-29 01:00:02
NXT23MT0L1OJo,Interest,USDTERC,0.02632117,$0.02632117,approved / USDT Interest Earned,$153.27,2020-07-29 01:00:02
NXTB6C3NBHVhH,Interest,ETH,0.00001487,$0.0047326749,approved / ETH Interest Earned,$153.27,2020-07-29 01:00:02
NXTwSkRcPSFwv,Interest,XLM,0.00927631,$0.00089806740003,approved / XLM Interest Earned,$153.27,2020-07-29 01:00:02
NXTqs8QETt7a2,Interest,LINK,0.00013402,$0.00095723128302,approved / LINK Interest Earned,$153.27,2020-07-29 01:00:02
NXTNbFCiwEc5K,Interest,LTC,0.00003044,$0.00169107901044,approved / LTC Interest Earned,$153.27,2020-07-29 01:00:02
NXT8xnayAPMKy,Interest,XRP,0.00349276,$0.0008091327816,approved / XRP Interest Earned,$153.27,2020-07-29 01:00:02
NXTJKSHuuUJMi,Interest,EOS,0.00078898,$0.00238222490954,approved / EOS Interest Earned,$153.27,2020-07-29 01:00:02
NXTKeHOUoJ90z,Interest,TUSD,0.00368400,$0.003684,approved / TUSD Interest Earned,$153.27,2020-07-29 01:00:02
NXThwmIMOILPd,Interest,USD,-0.03000000,$0.03,approved / Interest,$153.27,2020-07-29 00:00:02
NXT7e6o13lAZq,Interest,LTC,0.00003044,$0.0016554036044,approved / LTC Interest Earned,$153.24,2020-07-28 01:00:02
NXTGgwONu1HxJ,Interest,EOS,0.00078887,$0.00228703589423,approved / EOS Interest Earned,$153.24,2020-07-28 01:00:02
NXTEYXvyt98b0,Interest,USDC,0.03369535,$0.03369535,approved / USDC Interest Earned,$153.24,2020-07-28 01:00:02
NXTI0lUxnq7ba,Interest,TUSD,0.00368304,$0.00368304,approved / TUSD Interest Earned,$153.24,2020-07-28 01:00:02
NXTR3b5Ke6Ez3,Interest,USDTERC,0.02631430,$0.0263143,approved / USDT Interest Earned,$153.24,2020-07-28 01:00:02
NXTUVoeJYnDzd,Interest,ETH,0.00001487,$0.0048731964,approved / ETH Interest Earned,$153.24,2020-07-28 01:00:02
NXTh0rnfJkKNg,Interest,PAX,0.01938685,$0.01938685,approved / PAX Interest Earned,$153.24,2020-07-28 01:00:02
NXTbQFmHOBC0n,Interest,BTC,0.00000050,$0.0056092,approved / BTC Interest Earned,$153.24,2020-07-28 01:00:02
NXTtVux14hQlj,Interest,LINK,0.00013400,$0.00095043453,approved / LINK Interest Earned,$153.24,2020-07-28 01:00:02
NXTnvIvd98IOq,Interest,XRP,0.00349229,$0.0007933085964,approved / XRP Interest Earned,$153.24,2020-07-28 01:00:02
NXTrNWUc3pHPQ,Interest,BCH,0.00000714,$0.001952076,approved / BCH Interest Earned,$153.24,2020-07-28 01:00:02
NXT8ecJWdICSK,Interest,XLM,0.00927507,$0.00087644773965,approved / XLM Interest Earned,$153.24,2020-07-28 01:00:02
NXTL9fSsOFIqN,Interest,DAI,0.02862516,$0.02862516,approved / DAI Interest Earned,$153.24,2020-07-28 01:00:02
NXTxY30AFgntO,Interest,USD,-0.03000000,$0.03,approved / Interest,$153.24,2020-07-28 00:00:02
NXTc1wYAsK7wB,Interest,TUSD,0.00368207,$0.00368207,approved / TUSD Interest Earned,$153.22,2020-07-27 01:00:03
NXTNOUwQ6UsBp,Interest,EOS,0.00078877,$0.00214116427997,approved / EOS Interest Earned,$153.22,2020-07-27 01:00:03
NXTl4m8XiaFJe,Interest,USDC,0.03368655,$0.03368655,approved / USDC Interest Earned,$153.22,2020-07-27 01:00:03
NXT8l3KfKfcRT,Interest,PAX,0.01938179,$0.01938179,approved / PAX Interest Earned,$153.22,2020-07-27 01:00:03
NXToWzhWdHEKE,Interest,BTC,0.00000050,$0.00496405,approved / BTC Interest Earned,$153.22,2020-07-27 01:00:03
NXTXl9dMqZpDZ,Interest,XLM,0.00927383,$0.00092120662922,approved / XLM Interest Earned,$153.22,2020-07-27 01:00:03
NXTvRQpUSfCLO,Interest,USDTERC,0.02630743,$0.02630743,approved / USDT Interest Earned,$153.22,2020-07-27 01:00:03
NXTSAXbyv0gqg,Interest,DAI,0.02048546,$0.02048546,approved / DAI Interest Earned,$153.22,2020-07-27 01:00:03
NXTpqoo6X63yV,Interest,ETH,0.00001487,$0.0046428601,approved / ETH Interest Earned,$153.22,2020-07-27 01:00:03
NXT7wTyqDcIjR,Interest,LINK,0.00013398,$0.00101157150864,approved / LINK Interest Earned,$153.22,2020-07-27 01:00:03
NXT2LrxSI3AMY,Interest,XRP,0.00349183,$0.0007548288911,approved / XRP Interest Earned,$153.22,2020-07-27 01:00:03
NXTrAdugQutcm,Interest,LTC,0.00003043,$0.00146341174698,approved / LTC Interest Earned,$153.22,2020-07-27 01:00:03
NXTRLyG9nxN8e,Interest,BCH,0.00000714,$0.00177786,approved / BCH Interest Earned,$153.22,2020-07-27 01:00:03
NXTPxgSOCKAWz,Interest,USD,-0.03000000,$0.03,approved / Interest,$153.22,2020-07-27 00:00:02
NXTcNlOukwAs8,TransferOut,DAI,-10.00000000,$10,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.19,2020-07-26 21:36:18
NXTXIP8Hc8YRU,Deposit,DAI,31.14722600,$31.147226,approved / 0xc45e91e848c3c084b07e6a1a9b72de24ceb987028a3b94d6f6c7458775a3a7da,$153.19,2020-07-26 21:23:09
NXThXGtJsjwO6,TransferOut,USDC,-10.00000000,$10,approved / Transfer from Savings Wallet to Credit Line Wallet,$153.19,2020-07-26 08:07:36
NXT5DY5RUpJVv,TransferIn,USDC,19.99999999,$19.99999999,approved / Transfer from Credit Line Wallet to Savings Wallet,$153.19,2020-07-26 08:07:20
NXTEGNfoL5QtO,TransferIn,USDC,80.00000000,$80,approved / Transfer from Credit Line Wallet to Savings Wallet,$153.19,2020-07-26 08:06:36
NXTNJDGBBLYGr,Repayment,USD,500.00000000,$500,approved / Crypto Repayment,$153.19,2020-07-26 08:05:46
NXT8fleQPWIWV,Liquidation,USDC,-500.00000000,$500,approved / Crypto Repayment,$653.19,2020-07-26 08:05:39
NXT9l1uSLRSBY,Interest,USDTERC,0.02630056,$0.02630056,approved / USDT Interest Earned,$653.19,2020-07-26 01:00:03
NXT4APt4PsJof,Interest,ETH,0.00001487,$0.0045702945,approved / ETH Interest Earned,$653.19,2020-07-26 01:00:03
NXTJJ7FZyT5VG,Interest,LTC,0.00003043,$0.00149479600135,approved / LTC Interest Earned,$653.19,2020-07-26 01:00:03
NXTrM38eKdPep,Interest,BCH,0.00000714,$0.001798566,approved / BCH Interest Earned,$653.19,2020-07-26 01:00:03
NXTllR7GP4HHw,Interest,TUSD,0.00368111,$0.00368111,approved / TUSD Interest Earned,$653.19,2020-07-26 01:00:03
NXT3r6I05aW2s,Interest,XLM,0.00927260,$0.0009383222118,approved / XLM Interest Earned,$653.19,2020-07-26 01:00:03
NXTkwrlRI0xZu,Interest,DAI,0.02309101,$0.02309101,approved / DAI Interest Earned,$653.19,2020-07-26 01:00:03
NXTWJQ9gWBhpY,Interest,EOS,0.00078866,$0.00215362698572,approved / EOS Interest Earned,$653.19,2020-07-26 01:00:03
NXTioTJ2H8oDb,Interest,PAX,0.01937673,$0.01937673,approved / PAX Interest Earned,$653.19,2020-07-26 01:00:03
NXTrrItP7Ovb4,Interest,LINK,0.00013396,$0.00102921990444,approved / LINK Interest Earned,$653.19,2020-07-26 01:00:03
NXTOaPftZkQ6M,Interest,BTC,0.00000050,$0.00486025,approved / BTC Interest Earned,$653.19,2020-07-26 01:00:03
NXTmGgs1BpnEB,Interest,XRP,0.00349136,$0.000753435488,approved / XRP Interest Earned,$653.19,2020-07-26 01:00:03
NXTIzneVeBHjT,Interest,USDC,0.01017968,$0.01017968,approved / USDC Interest Earned,$653.19,2020-07-26 01:00:03
NXTb1083ct9X1,Interest,USD,-0.11000000,$0.11,approved / Interest,$653.19,2020-07-26 00:00:02
NXTN6wCzvp9BS,Interest,BCH,0.00000714,$0.00168147,approved / BCH Interest Earned,$653.08,2020-07-25 01:00:02
NXTZbzMLgmFZV,Interest,XLM,0.00927136,$0.00088375530656,approved / XLM Interest Earned,$653.08,2020-07-25 01:00:02
NXT6L68q97k4n,Interest,DAI,0.02308498,$0.02308498,approved / DAI Interest Earned,$653.08,2020-07-25 01:00:02
NXT0kU7SDYbhu,Interest,EOS,0.00078856,$0.00205178265216,approved / EOS Interest Earned,$653.08,2020-07-25 01:00:02
NXTm72VhRjLxY,Interest,LINK,0.00013394,$0.00099989665652,approved / LINK Interest Earned,$653.08,2020-07-25 01:00:02
NXTXTatwfu6DC,Interest,LTC,0.00003042,$0.00134617592538,approved / LTC Interest Earned,$653.08,2020-07-25 01:00:02
NXTv9s64HzTL1,Interest,TUSD,0.00368015,$0.00368015,approved / TUSD Interest Earned,$653.08,2020-07-25 01:00:02
NXTIq9IBu4qSq,Interest,XRP,0.00349089,$0.0007144455474,approved / XRP Interest Earned,$653.08,2020-07-25 01:00:02
NXTgWQUJWADaf,Interest,PAX,0.01937167,$0.01937167,approved / PAX Interest Earned,$653.08,2020-07-25 01:00:02
NXTRsysYkKxqJ,Interest,USDTERC,0.02629369,$0.02629369,approved / USDT Interest Earned,$653.08,2020-07-25 01:00:02
NXTpZG4gMQKy8,Interest,USDC,0.01017702,$0.01017702,approved / USDC Interest Earned,$653.08,2020-07-25 01:00:02
NXTjye3IQrCbF,Interest,BTC,0.00000034,$0.003245572,approved / BTC Interest Earned,$653.08,2020-07-25 01:00:02
NXTVLCRXf1wqt,Interest,ETH,0.00001486,$0.004180118,approved / ETH Interest Earned,$653.08,2020-07-25 01:00:02
NXTqJMjJlfHim,Interest,USD,-0.11000000,$0.11,approved / Interest,$653.08,2020-07-25 00:00:02
NXTCkdHyoroJC,TransferOut,PAXG,-0.00580234,$10.989280303382,approved / Transfer from Savings Wallet to Credit Line Wallet,$652.98,2020-07-24 11:02:25
NXTuquGvapHii,Deposit,PAXG,0.00580234,$10.968514741507,approved / 0xe1d3de2071653cd3a0da167d438fdcdaae0366ac5d855c262ea8e9faa37e510b,$652.98,2020-07-24 10:16:11
NXTkVzZCAHUDr,Deposit,BTC,0.00114099,$10.921898577,approved / 6b5d9126a07d2aebc51446e081f426bc9dd0cdeef52df6c524a3b6313cd56391,$652.98,2020-07-24 05:20:58
NXTTDLnI2zurW,Interest,LINK,0.00013393,$0.00105425356668,approved / LINK Interest Earned,$652.98,2020-07-24 01:00:03
NXTqtczPf5HzL,Interest,XLM,0.00927012,$0.00091070585892,approved / XLM Interest Earned,$652.98,2020-07-24 01:00:03
NXTEZuBXHAf7A,Interest,USDTERC,0.02628683,$0.02628683,approved / USDT Interest Earned,$652.98,2020-07-24 01:00:03
NXTcGBNetG2Ez,Interest,PAX,0.01936661,$0.01936661,approved / PAX Interest Earned,$652.98,2020-07-24 01:00:03
NXTNcjlu7QmUd,Interest,TUSD,0.00367919,$0.00367919,approved / TUSD Interest Earned,$652.98,2020-07-24 01:00:03
NXTlJ0y1jW9cS,Interest,EOS,0.00078845,$0.0020921741516,approved / EOS Interest Earned,$652.98,2020-07-24 01:00:03
NXT8zIA9LbWkH,Interest,BCH,0.00000713,$0.001701218,approved / BCH Interest Earned,$652.98,2020-07-24 01:00:03
NXTuLqYOZmGzv,Interest,LTC,0.00003042,$0.00136663273656,approved / LTC Interest Earned,$652.98,2020-07-24 01:00:03
NXTI27kWBre7k,Interest,ETH,0.00001486,$0.0040807046,approved / ETH Interest Earned,$652.98,2020-07-24 01:00:03
NXTfiOwdnx1FZ,Interest,BTC,0.00000034,$0.00326485,approved / BTC Interest Earned,$652.98,2020-07-24 01:00:03
NXT3Og8lQ2ONO,Interest,DAI,0.02307896,$0.02307896,approved / DAI Interest Earned,$652.98,2020-07-24 01:00:03
NXTR4xKt27lVD,Interest,XRP,0.00349043,$0.0007239849906,approved / XRP Interest Earned,$652.98,2020-07-24 01:00:03
NXT1GHgMPAF15,Interest,USDC,0.01017436,$0.01017436,approved / USDC Interest Earned,$652.98,2020-07-24 01:00:03
NXT38HHtFkJFY,Interest,USD,-0.11000000,$0.11,approved / Interest,$652.98,2020-07-24 00:00:02
NXTDqRMA9d5LB,Interest,EOS,0.00078835,$0.0020914736296,approved / EOS Interest Earned,$652.87,2020-07-23 01:00:02
NXTbWiYHliST0,Interest,LINK,0.00013391,$0.00099547729848,approved / LINK Interest Earned,$652.87,2020-07-23 01:00:02
NXT8FpKmE3wyI,Interest,TUSD,0.00367823,$0.00367823,approved / TUSD Interest Earned,$652.87,2020-07-23 01:00:02
NXTVw6Wtq9K67,Interest,XRP,0.00348996,$0.0007096135668,approved / XRP Interest Earned,$652.87,2020-07-23 01:00:02
NXT2fDJOIUobP,Interest,PAX,0.01936155,$0.01936155,approved / PAX Interest Earned,$652.87,2020-07-23 01:00:02
NXTQLUVVuaBjE,Interest,USDTERC,0.02627997,$0.02627997,approved / USDT Interest Earned,$652.87,2020-07-23 01:00:02
NXTo1lhdWfYr3,Interest,XLM,0.00926888,$0.00089808032096,approved / XLM Interest Earned,$652.87,2020-07-23 01:00:02
NXTBi2tl8kvys,Interest,BCH,0.00000713,$0.00170407,approved / BCH Interest Earned,$652.87,2020-07-23 01:00:02
NXTZOK5skqJ6h,Interest,LTC,0.00003042,$0.00136121618178,approved / LTC Interest Earned,$652.87,2020-07-23 01:00:02
NXT67QsNDBnbz,Interest,USDC,0.01017171,$0.01017171,approved / USDC Interest Earned,$652.87,2020-07-23 01:00:02
NXTTni4UpHAjo,Interest,ETH,0.00001486,$0.0039138268,approved / ETH Interest Earned,$652.87,2020-07-23 01:00:02
NXTrTzGcRMXrd,Interest,BTC,0.00000034,$0.00324054,approved / BTC Interest Earned,$652.87,2020-07-23 01:00:02
NXT0WoqzHcfF6,Interest,DAI,0.02307293,$0.02307293,approved / DAI Interest Earned,$652.87,2020-07-23 01:00:02
NXTpaRi62xpJj,Interest,USD,-0.11000000,$0.11,approved / Interest,$652.87,2020-07-23 00:00:02
NXT1B4b9Idhex,Interest,XLM,0.00926764,$0.00088768236212,approved / XLM Interest Earned,$652.76,2020-07-22 01:00:02
NXTXuBNdkzCAF,Interest,LINK,0.00013389,$0.00096982257492,approved / LINK Interest Earned,$652.76,2020-07-22 01:00:02
