,Date,Type,Currency,Amount,USD,Loan,Details
1364,2020-09-13 10:34:47+00:00,TransferOut,XLM,-0.9766493,0.09,677.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1365,2020-09-13 10:33:19+00:00,TransferOut,XRP,-0.143461,0.04,677.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1366,2020-09-13 01:00:02+00:00,Interest,BCH,1.116e-05,0.01,677.25,approved / BCH Interest Earned
1367,2020-09-13 01:00:02+00:00,Interest,LTC,9.733e-05,0.01,677.25,approved / LTC Interest Earned
1368,2020-09-13 01:00:02+00:00,Interest,PAX,0.02639404,0.03,677.25,approved / PAX Interest Earned
1369,2020-09-13 01:00:02+00:00,Interest,XLM,0.08420439,0.01,677.25,approved / XLM Interest Earned
1370,2020-09-13 01:00:02+00:00,Interest,XRP,0.02033591,0.01,677.25,approved / XRP Interest Earned
1371,2020-09-13 00:00:02+00:00,Interest,USD,-0.11,0.11,677.25,approved / Interest
1372,2020-09-12 08:25:41+00:00,TransferIn,LTC,0.72810271,35.73,677.14,approved / Transfer from Credit Line Wallet to Savings Wallet
1373,2020-09-12 01:00:02+00:00,Interest,BCH,1.116e-05,0.01,677.14,approved / BCH Interest Earned
1374,2020-09-12 01:00:02+00:00,Interest,PAX,0.02638715,0.03,677.14,approved / PAX Interest Earned
1375,2020-09-12 01:00:02+00:00,Interest,XLM,0.08419314,0.01,677.14,approved / XLM Interest Earned
1376,2020-09-12 01:00:02+00:00,Interest,XRP,0.02033319,0.01,677.14,approved / XRP Interest Earned
1377,2020-09-12 00:00:03+00:00,Interest,USD,-0.11,0.11,677.14,approved / Interest
1378,2020-09-11 06:07:25+00:00,TransferIn,BCH,0.08350557,18.62,677.03,approved / Transfer from Credit Line Wallet to Savings Wallet
1379,2020-09-11 01:00:02+00:00,Interest,PAX,0.02638026,0.03,677.03,approved / PAX Interest Earned
1380,2020-09-11 01:00:02+00:00,Interest,XLM,0.08418189,0.01,677.03,approved / XLM Interest Earned
1381,2020-09-11 01:00:02+00:00,Interest,XRP,0.02033047,0.01,677.03,approved / XRP Interest Earned
1382,2020-09-11 00:00:02+00:00,Interest,USD,-0.11,0.11,677.03,approved / Interest
1383,2020-09-10 01:00:03+00:00,Interest,PAX,0.02637337,0.03,676.91,approved / PAX Interest Earned
1384,2020-09-10 01:00:03+00:00,Interest,XLM,0.08417063,0.01,676.91,approved / XLM Interest Earned
1385,2020-09-10 01:00:03+00:00,Interest,XRP,0.02032775,0.01,676.91,approved / XRP Interest Earned
1386,2020-09-10 00:00:02+00:00,Interest,USD,-0.11,0.11,676.91,approved / Interest
1387,2020-09-09 11:01:30+00:00,TransferIn,XLM,629.63989931,48.63,676.8,approved / Transfer from Credit Line Wallet to Savings Wallet
1388,2020-09-09 11:00:49+00:00,TransferIn,XRP,152.06213389,36.15,676.8,approved / Transfer from Credit Line Wallet to Savings Wallet
1389,2020-09-09 01:00:03+00:00,Interest,PAX,0.02636649,0.03,676.8,approved / PAX Interest Earned
1390,2020-09-09 00:00:02+00:00,Interest,USD,-0.11,0.11,676.8,approved / Interest
1391,2020-09-08 01:00:02+00:00,Interest,PAX,0.0263596,0.03,676.69,approved / PAX Interest Earned
1392,2020-09-08 00:00:03+00:00,Interest,USD,-0.11,0.11,676.69,approved / Interest
1393,2020-09-07 06:45:51+00:00,TransferOut,PAXG,-0.00518038,10.04,676.58,approved / Transfer from Savings Wallet to Credit Line Wallet
1394,2020-09-07 06:45:28+00:00,TransferOut,BTC,-0.00083058,8.49,676.58,approved / Transfer from Savings Wallet to Credit Line Wallet
1395,2020-09-07 06:08:05+00:00,Deposit,PAXG,0.00518038,10.03,676.58,approved / 0x9ba69c24fb7fe4e41d0623d600d2046d022356a719a4c2c8fa30bdb88c6116b9
1396,2020-09-07 04:09:58+00:00,Deposit,BTC,0.00083058,8.53,676.58,approved / b27ff50e421915b18cd90c45d197e095136eddbeca213e0e04967ae43e579744
1397,2020-09-07 01:00:02+00:00,Interest,PAX,0.02374182,0.03,676.58,approved / PAX Interest Earned
1398,2020-09-07 00:00:03+00:00,Interest,USD,-0.11,0.11,676.58,approved / Interest
1399,2020-09-06 11:00:15+00:00,Deposit,PAX,10.0,10.0,676.47,approved / 0x34a488fa896681564adeae437e165c6f822874c6efecc832626f29da5a7d706d
1400,2020-09-06 08:33:28+00:00,TransferIn,PAX,90.90985777,90.91,676.47,approved / Transfer from Credit Line Wallet to Savings Wallet
1401,2020-09-06 00:00:02+00:00,Interest,USD,-0.11,0.11,676.47,approved / Interest
1402,2020-09-05 19:38:36+00:00,TransferOut,PAX,-90.90985777,90.91,676.36,approved / Transfer from Savings Wallet to Credit Line Wallet
1403,2020-09-05 01:00:02+00:00,Interest,PAX,0.02373562,0.03,676.36,approved / PAX Interest Earned
1404,2020-09-05 00:00:02+00:00,Interest,USD,-0.11,0.11,676.36,approved / Interest
1405,2020-09-04 15:30:56+00:00,TransferOut,DAI,-30.0,30.0,676.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1406,2020-09-04 15:11:59+00:00,Deposit,DAI,30.0,30.0,676.25,approved / 0xb16d1c5192d99fa66347f34ac0c67233169fa922aa92da7f3c73b55d28819510
1407,2020-09-04 12:58:17+00:00,TransferIn,NEXO,1724.76344077,228.24,476.25,approved / Transfer from Credit Line Wallet to Savings Wallet
1408,2020-09-04 12:57:35+00:00,TransferOut,USDC,-59.89761619,59.9,476.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1409,2020-09-04 12:54:19+00:00,WithdrawalCredit,USD,-200.0,200.0,676.25,approved / Alfonso Albano
1410,2020-09-04 12:54:19+00:00,TransferOut,NEXO,-1724.76344077,227.77,476.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1411,2020-09-04 12:54:19+00:00,TransferOut,USDC,-90.128503,90.13,476.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1412,2020-09-04 09:03:55+00:00,TransferOut,XLM,-629.63989931,48.07,476.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1413,2020-09-04 07:29:56+00:00,TransferIn,USDC,50.0,50.0,476.25,approved / Transfer from Credit Line Wallet to Savings Wallet
1414,2020-09-04 07:14:19+00:00,TransferIn,USDC,50.0,50.0,426.25,approved / Transfer from Credit Line Wallet to Savings Wallet
1415,2020-09-04 07:13:31+00:00,WithdrawalCredit,USD,-50.0,50.0,476.25,approved / Alfonso Albano
1416,2020-09-04 06:51:44+00:00,TransferOut,TRX,-1039.1886604,42.14,426.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1417,2020-09-04 06:51:24+00:00,TransferOut,LINK,-6.70660163,79.71,426.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1418,2020-09-04 06:50:15+00:00,TransferOut,EOS,-15.90996531,42.73,426.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1419,2020-09-04 06:49:42+00:00,TransferOut,LTC,-0.72810271,35.27,426.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1420,2020-09-04 06:49:11+00:00,TransferOut,BCH,-0.08350557,18.53,426.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1421,2020-09-04 06:47:31+00:00,TransferOut,XRP,-152.06213389,37.76,426.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1422,2020-09-04 06:46:26+00:00,TransferOut,ETH,-0.18139976,69.77,426.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1423,2020-09-04 06:45:35+00:00,TransferOut,BTC,-0.01384703,142.24,426.25,approved / Transfer from Savings Wallet to Credit Line Wallet
1424,2020-09-04 01:00:02+00:00,Interest,BCH,1.116e-05,0.01,426.25,approved / BCH Interest Earned
1425,2020-09-04 01:00:02+00:00,Interest,BTC,1.85e-06,0.02,426.25,approved / BTC Interest Earned
1426,2020-09-04 01:00:02+00:00,Interest,EOS,0.00212656,0.01,426.25,approved / EOS Interest Earned
1427,2020-09-04 01:00:02+00:00,Interest,ETH,2.424e-05,0.01,426.25,approved / ETH Interest Earned
1428,2020-09-04 01:00:02+00:00,Interest,LTC,9.732e-05,0.01,426.25,approved / LTC Interest Earned
1429,2020-09-04 01:00:02+00:00,Interest,PAX,0.02372943,0.03,426.25,approved / PAX Interest Earned
1430,2020-09-04 01:00:02+00:00,Interest,TRX,0.13890079,0.01,426.25,approved / TRX Interest Earned
1431,2020-09-04 01:00:02+00:00,Interest,XLM,0.08415938,0.01,426.25,approved / XLM Interest Earned
1432,2020-09-04 01:00:02+00:00,Interest,XRP,0.02032504,0.01,426.25,approved / XRP Interest Earned
1433,2020-09-04 01:00:02+00:00,Interest,LINK,0.00089642,0.02,426.25,approved / LINK Interest Earned
1434,2020-09-04 01:00:02+00:00,Interest,USDC,0.0130613,0.02,426.25,approved / USDC Interest Earned
1435,2020-09-04 00:00:02+00:00,Interest,USD,-0.07,0.07,426.25,approved / Interest
1436,2020-09-03 17:46:07+00:00,TransferOut,DAI,-0.24617012,0.25,426.18,approved / Transfer from Savings Wallet to Credit Line Wallet
1437,2020-09-03 17:45:41+00:00,TransferOut,TUSD,-0.03017052,0.04,426.18,approved / Transfer from Savings Wallet to Credit Line Wallet
1438,2020-09-03 17:45:07+00:00,TransferOut,USDT,-0.24823554,0.25,426.18,approved / Transfer from Savings Wallet to Credit Line Wallet
1439,2020-09-03 01:00:03+00:00,Interest,BCH,1.116e-05,0.01,426.18,approved / BCH Interest Earned
1440,2020-09-03 01:00:03+00:00,Interest,BTC,1.85e-06,0.03,426.18,approved / BTC Interest Earned
1441,2020-09-03 01:00:03+00:00,Interest,EOS,0.00212628,0.01,426.18,approved / EOS Interest Earned
1442,2020-09-03 01:00:03+00:00,Interest,ETH,2.424e-05,0.02,426.18,approved / ETH Interest Earned
1443,2020-09-03 01:00:03+00:00,Interest,LTC,9.73e-05,0.01,426.18,approved / LTC Interest Earned
1444,2020-09-03 01:00:03+00:00,Interest,PAX,0.02372323,0.03,426.18,approved / PAX Interest Earned
1445,2020-09-03 01:00:03+00:00,Interest,TRX,0.13888222,0.01,426.18,approved / TRX Interest Earned
1446,2020-09-03 01:00:03+00:00,Interest,XLM,0.08414813,0.01,426.18,approved / XLM Interest Earned
1447,2020-09-03 01:00:03+00:00,Interest,XRP,0.02032232,0.01,426.18,approved / XRP Interest Earned
1448,2020-09-03 01:00:03+00:00,Interest,LINK,0.0008963,0.02,426.18,approved / LINK Interest Earned
1449,2020-09-03 01:00:03+00:00,Interest,USDC,0.01305789,0.02,426.18,approved / USDC Interest Earned
1450,2020-09-03 00:00:02+00:00,Interest,USD,-0.07,0.07,426.18,approved / Interest
1451,2020-09-02 16:37:49+00:00,Deposit,PAX,0.014794,0.02,426.11,approved / Refund for Transaction NXTgYwiMettL0
1452,2020-09-02 16:32:32+00:00,Deposit,DAI,0.24617012,0.25,426.11,approved / Refund for Transaction NXTAdvtgMWv1p
1453,2020-09-02 16:32:32+00:00,Deposit,USDT,0.1924,0.2,426.11,approved / Refund for Transaction NXTFiDQRXjDx8
1454,2020-09-02 16:32:31+00:00,Deposit,PAX,0.78343528,0.79,426.11,approved / Refund for Transaction NXTAxFUkgoinc
1455,2020-09-02 16:32:31+00:00,Deposit,TUSD,0.03017052,0.04,426.11,approved / Refund for Transaction NXTg3DZav3Zsq
1456,2020-09-02 16:32:31+00:00,Deposit,USDT,0.05583554,0.06,426.11,approved / Refund for Transaction NXTwp3dkhkyzV
1457,2020-09-02 01:00:02+00:00,Interest,BCH,1.115e-05,0.01,426.11,approved / BCH Interest Earned
1458,2020-09-02 01:00:02+00:00,Interest,BTC,1.85e-06,0.03,426.11,approved / BTC Interest Earned
1459,2020-09-02 01:00:02+00:00,Interest,EOS,0.002126,0.01,426.11,approved / EOS Interest Earned
1460,2020-09-02 01:00:02+00:00,Interest,ETH,2.423e-05,0.02,426.11,approved / ETH Interest Earned
1461,2020-09-02 01:00:02+00:00,Interest,LTC,9.729e-05,0.01,426.11,approved / LTC Interest Earned
1462,2020-09-02 01:00:02+00:00,Interest,PAX,0.02350863,0.03,426.11,approved / PAX Interest Earned
1463,2020-09-02 01:00:02+00:00,Interest,TRX,0.13886366,0.01,426.11,approved / TRX Interest Earned
1464,2020-09-02 01:00:02+00:00,Interest,XLM,0.08413689,0.01,426.11,approved / XLM Interest Earned
1465,2020-09-02 01:00:02+00:00,Interest,XRP,0.0203196,0.01,426.11,approved / XRP Interest Earned
1466,2020-09-02 01:00:02+00:00,Interest,LINK,0.00089618,0.02,426.11,approved / LINK Interest Earned
1467,2020-09-02 00:00:02+00:00,Interest,USD,-0.07,0.07,426.11,approved / Interest
1468,2020-09-01 17:58:31+00:00,TransferIn,USDC,50.0,50.0,426.04,approved / Transfer from Credit Line Wallet to Savings Wallet
1469,2020-09-01 17:53:25+00:00,TransferIn,TRX,1038.77201373,32.22,426.04,approved / Transfer from Credit Line Wallet to Savings Wallet
1470,2020-09-01 17:52:49+00:00,TransferIn,LINK,4.70337797,74.43,426.04,approved / Transfer from Credit Line Wallet to Savings Wallet
1471,2020-09-01 17:52:18+00:00,TransferIn,EOS,15.90358647,53.53,426.04,approved / Transfer from Credit Line Wallet to Savings Wallet
1472,2020-09-01 17:50:52+00:00,TransferOut,USDC,-102.80671412,102.81,426.04,approved / Transfer from Savings Wallet to Credit Line Wallet
1473,2020-09-01 17:36:58+00:00,TransferIn,USDC,20.0,20.0,426.04,approved / Transfer from Credit Line Wallet to Savings Wallet
1474,2020-09-01 17:35:16+00:00,Repayment,USD,40.0,40.0,426.04,approved / Crypto Repayment
1475,2020-09-01 17:35:11+00:00,Liquidation,TUSD,-40.0,40.0,466.04,approved / Crypto Repayment
1476,2020-09-01 17:29:52+00:00,Repayment,USD,30.0,30.0,466.04,approved / Crypto Repayment
1477,2020-09-01 17:29:44+00:00,Liquidation,USDT,-30.0,30.0,496.04,approved / Crypto Repayment
1478,2020-09-01 17:25:06+00:00,TransferIn,XRP,152.00116693,44.7,496.04,approved / Transfer from Credit Line Wallet to Savings Wallet
1479,2020-09-01 17:23:39+00:00,TransferIn,BCH,0.08347208,23.56,496.04,approved / Transfer from Credit Line Wallet to Savings Wallet
1480,2020-09-01 17:22:06+00:00,TransferIn,LTC,0.7278108,45.89,496.04,approved / Transfer from Credit Line Wallet to Savings Wallet
1481,2020-09-01 17:16:07+00:00,Repayment,USD,13.9636,13.97,496.04,approved / Crypto Repayment
1482,2020-09-01 17:15:58+00:00,Liquidation,BCH,-0.05,14.07,510.0,approved / Crypto Repayment
1483,2020-09-01 17:13:26+00:00,Repayment,USD,140.0,140.0,510.0,approved / Crypto Repayment
1484,2020-09-01 17:13:21+00:00,Liquidation,DAI,-140.0,140.0,650.0,approved / Crypto Repayment
1485,2020-09-01 17:11:28+00:00,Repayment,USD,200.0,200.0,650.0,approved / Crypto Repayment
1486,2020-09-01 17:11:21+00:00,Liquidation,USDT,-200.0,200.0,850.0,approved / Crypto Repayment
1487,2020-09-01 17:09:47+00:00,Repayment,USD,150.0,150.0,850.0,approved / Crypto Repayment
1488,2020-09-01 17:09:41+00:00,Liquidation,TUSD,-150.0,150.0,1000.0,approved / Crypto Repayment
1489,2020-09-01 16:33:29+00:00,TransferIn,ETH,0.18132705,84.54,1000.0,approved / Transfer from Credit Line Wallet to Savings Wallet
1490,2020-09-01 16:32:30+00:00,TransferIn,BTC,3.594e-05,0.43,1000.0,approved / Transfer from Credit Line Wallet to Savings Wallet
1491,2020-09-01 16:31:25+00:00,TransferIn,BTC,0.002,23.72,1000.0,approved / Transfer from Credit Line Wallet to Savings Wallet
1492,2020-09-01 16:30:28+00:00,Repayment,USD,59.38,59.38,1000.0,approved / Crypto Repayment
1493,2020-09-01 16:30:23+00:00,Liquidation,USDC,-59.38,59.38,1059.38,approved / Crypto Repayment
1494,2020-09-01 16:28:57+00:00,TransferOut,USDC,-49.0,49.0,1059.38,approved / Transfer from Savings Wallet to Credit Line Wallet
1495,2020-09-01 16:14:39+00:00,Deposit,USDC,49.879111,49.88,1059.38,approved / 0x39cd211cc20d1aa8132f234160cdad1bbb9a6b310f2fa75e91ddf1971bd194c6
1496,2020-09-01 05:50:44+00:00,TransferIn,BTC,0.001,11.7,1059.38,approved / Transfer from Credit Line Wallet to Savings Wallet
1497,2020-09-01 05:49:31+00:00,Repayment,USD,100.0,100.0,1059.38,approved / Crypto Repayment
1498,2020-09-01 05:49:26+00:00,Liquidation,USDC,-100.0,100.0,1159.38,approved / Crypto Repayment
1499,2020-09-01 01:00:03+00:00,Interest,BTC,1.44e-06,0.02,1159.38,approved / BTC Interest Earned
1500,2020-09-01 01:00:03+00:00,Interest,PAX,0.02350249,0.03,1159.38,approved / PAX Interest Earned
1501,2020-09-01 01:00:03+00:00,Interest,XLM,0.08412564,0.01,1159.38,approved / XLM Interest Earned
1502,2020-09-01 01:00:03+00:00,Interest,LINK,0.00026739,0.01,1159.38,approved / LINK Interest Earned
1503,2020-09-01 01:00:03+00:00,Interest,USDC,0.02139045,0.03,1159.38,approved / USDC Interest Earned
1504,2020-09-01 00:00:02+00:00,Interest,USD,-0.19,0.19,1159.38,approved / Interest
1505,2020-08-31 05:22:27+00:00,TransferIn,LINK,1.0,16.74,1159.19,approved / Transfer from Credit Line Wallet to Savings Wallet
1506,2020-08-31 01:00:03+00:00,Interest,BTC,1.44e-06,0.02,1159.19,approved / BTC Interest Earned
1507,2020-08-31 01:00:03+00:00,Interest,PAX,0.02349635,0.03,1159.19,approved / PAX Interest Earned
1508,2020-08-31 01:00:03+00:00,Interest,XLM,0.0841144,0.01,1159.19,approved / XLM Interest Earned
1509,2020-08-31 01:00:03+00:00,Interest,LINK,0.00013369,0.01,1159.19,approved / LINK Interest Earned
1510,2020-08-31 01:00:03+00:00,Interest,USDC,0.02138486,0.03,1159.19,approved / USDC Interest Earned
1511,2020-08-31 00:00:02+00:00,Interest,USD,-0.19,0.19,1159.19,approved / Interest
1512,2020-08-30 08:26:08+00:00,TransferIn,BTC,0.0008,9.29,1159.0,approved / Transfer from Credit Line Wallet to Savings Wallet
1513,2020-08-30 01:00:02+00:00,Interest,BTC,1.33e-06,0.02,1159.0,approved / BTC Interest Earned
1514,2020-08-30 01:00:02+00:00,Interest,PAX,0.02349022,0.03,1159.0,approved / PAX Interest Earned
1515,2020-08-30 01:00:02+00:00,Interest,XLM,0.08410315,0.01,1159.0,approved / XLM Interest Earned
1516,2020-08-30 01:00:02+00:00,Interest,LINK,0.00013368,0.01,1159.0,approved / LINK Interest Earned
1517,2020-08-30 01:00:02+00:00,Interest,USDC,0.02137928,0.03,1159.0,approved / USDC Interest Earned
1518,2020-08-30 00:00:02+00:00,Interest,USD,-0.19,0.19,1159.0,approved / Interest
1519,2020-08-29 08:45:26+00:00,TransferIn,LINK,1.0,15.53,1158.81,approved / Transfer from Credit Line Wallet to Savings Wallet
1520,2020-08-29 01:00:02+00:00,Interest,BTC,1.33e-06,0.02,1158.81,approved / BTC Interest Earned
1521,2020-08-29 01:00:02+00:00,Interest,PAX,0.02348409,0.03,1158.81,approved / PAX Interest Earned
1522,2020-08-29 01:00:02+00:00,Interest,XLM,0.08409191,0.01,1158.81,approved / XLM Interest Earned
1523,2020-08-29 00:00:02+00:00,Interest,USD,-0.19,0.19,1158.81,approved / Interest
1524,2020-08-28 20:56:44+00:00,TransferIn,NEXO,173.8633766,30.04,1158.62,approved / Transfer from Credit Line Wallet to Savings Wallet
1525,2020-08-28 20:53:56+00:00,TransferIn,BTC,0.01,114.85,1158.62,approved / Transfer from Credit Line Wallet to Savings Wallet
1526,2020-08-28 20:50:23+00:00,TransferIn,XLM,539.0269557,51.62,1158.62,approved / Transfer from Credit Line Wallet to Savings Wallet
1527,2020-08-28 20:48:23+00:00,TransferOut,USDC,-100.0,100.0,1158.62,approved / Transfer from Savings Wallet to Credit Line Wallet
1528,2020-08-28 20:18:53+00:00,Deposit,USDC,101.011108,101.02,1158.62,approved / 0x7350ab0b8bc66495f0aa8ab383f9d42916a5800978f4211e8c3fcef2165ce3df
1529,2020-08-28 01:00:02+00:00,Interest,PAX,0.02347795,0.03,1158.62,approved / PAX Interest Earned
1530,2020-08-28 01:00:02+00:00,Interest,XLM,0.01203286,0.01,1158.62,approved / XLM Interest Earned
1531,2020-08-28 01:00:02+00:00,Interest,USDC,0.02110971,0.03,1158.62,approved / USDC Interest Earned
1532,2020-08-28 00:00:02+00:00,Interest,USD,-0.19,0.19,1158.62,approved / Interest
1533,2020-08-27 01:00:03+00:00,Interest,PAX,0.02347182,0.03,1158.43,approved / PAX Interest Earned
1534,2020-08-27 01:00:03+00:00,Interest,XLM,0.01203125,0.01,1158.43,approved / XLM Interest Earned
1535,2020-08-27 01:00:03+00:00,Interest,USDC,0.0211042,0.03,1158.43,approved / USDC Interest Earned
1536,2020-08-27 00:00:03+00:00,Interest,USD,-0.19,0.19,1158.43,approved / Interest
1537,2020-08-26 01:00:02+00:00,Interest,PAX,0.0234657,0.03,1158.24,approved / PAX Interest Earned
1538,2020-08-26 01:00:02+00:00,Interest,USDC,0.02109869,0.03,1158.24,approved / USDC Interest Earned
1539,2020-08-26 00:00:02+00:00,Interest,USD,-0.19,0.19,1158.24,approved / Interest
1540,2020-08-25 07:43:34+00:00,Deposit,XLM,80.0,8.13,1158.05,approved / 802e5ca64053ff72953ce1460d1265edcd2e1d316821b84c9c2a3ecf02b696e0
1541,2020-08-25 07:26:20+00:00,Deposit,XLM,10.0,1.02,1158.05,approved / 04fedecf91608ad630aaa744d17bf073c2ac8a4ef294484bb309b63d3e644b45
1542,2020-08-25 01:00:02+00:00,Interest,PAX,0.02345957,0.03,1158.05,approved / PAX Interest Earned
1543,2020-08-25 01:00:02+00:00,Interest,USDC,0.02109318,0.03,1158.05,approved / USDC Interest Earned
1544,2020-08-25 00:00:03+00:00,Interest,USD,-0.19,0.19,1158.05,approved / Interest
1545,2020-08-24 11:16:38+00:00,TransferOut,PAXG,-0.00766218,14.91,1157.86,approved / Transfer from Savings Wallet to Credit Line Wallet
1546,2020-08-24 10:40:22+00:00,Deposit,PAXG,0.00766218,14.94,1157.86,approved / 0x40d53b0a8be9607f8c4de65fcfd96ea8d3b7dc870168c0d2a92545a3d17e152a
1547,2020-08-24 01:00:02+00:00,Interest,PAX,0.02345344,0.03,1157.86,approved / PAX Interest Earned
1548,2020-08-24 01:00:02+00:00,Interest,USDC,0.02108767,0.03,1157.86,approved / USDC Interest Earned
1549,2020-08-24 00:00:02+00:00,Interest,USD,-0.19,0.19,1157.86,approved / Interest
1550,2020-08-23 01:00:03+00:00,Interest,PAX,0.02344732,0.03,1157.67,approved / PAX Interest Earned
1551,2020-08-23 01:00:03+00:00,Interest,USDC,0.02108217,0.03,1157.67,approved / USDC Interest Earned
1552,2020-08-23 00:00:02+00:00,Interest,USD,-0.19,0.19,1157.67,approved / Interest
1553,2020-08-22 01:00:03+00:00,Interest,PAX,0.0234412,0.03,1157.48,approved / PAX Interest Earned
1554,2020-08-22 01:00:03+00:00,Interest,USDC,0.02107666,0.03,1157.48,approved / USDC Interest Earned
1555,2020-08-22 00:00:03+00:00,Interest,USD,-0.19,0.19,1157.48,approved / Interest
1556,2020-08-21 01:00:03+00:00,Interest,PAX,0.02343508,0.03,1157.29,approved / PAX Interest Earned
1557,2020-08-21 01:00:03+00:00,Interest,USDC,0.02107116,0.03,1157.29,approved / USDC Interest Earned
1558,2020-08-21 00:00:02+00:00,Interest,USD,-0.19,0.19,1157.29,approved / Interest
1559,2020-08-20 01:00:02+00:00,Interest,PAX,0.02342896,0.03,1157.1,approved / PAX Interest Earned
1560,2020-08-20 01:00:02+00:00,Interest,USDC,0.02106566,0.03,1157.1,approved / USDC Interest Earned
1561,2020-08-20 00:00:02+00:00,Interest,USD,-0.19,0.19,1157.1,approved / Interest
1562,2020-08-19 01:00:02+00:00,Interest,PAX,0.02342284,0.03,1156.91,approved / PAX Interest Earned
1563,2020-08-19 01:00:02+00:00,Interest,USDC,0.02106016,0.03,1156.91,approved / USDC Interest Earned
1564,2020-08-19 00:00:03+00:00,Interest,USD,-0.19,0.19,1156.91,approved / Interest
1565,2020-08-18 01:00:02+00:00,Interest,PAX,0.02341673,0.03,1156.72,approved / PAX Interest Earned
1566,2020-08-18 01:00:02+00:00,Interest,USDC,0.02105466,0.03,1156.72,approved / USDC Interest Earned
1567,2020-08-18 00:00:02+00:00,Interest,USD,-0.19,0.19,1156.72,approved / Interest
1568,2020-08-17 01:00:02+00:00,Interest,PAX,0.02341061,0.03,1156.53,approved / PAX Interest Earned
1569,2020-08-17 01:00:02+00:00,Interest,USDC,0.02104916,0.03,1156.53,approved / USDC Interest Earned
1570,2020-08-17 00:00:02+00:00,Interest,USD,-0.19,0.19,1156.53,approved / Interest
1571,2020-08-16 01:00:02+00:00,Interest,PAX,0.0234045,0.03,1156.34,approved / PAX Interest Earned
1572,2020-08-16 01:00:02+00:00,Interest,USDC,0.02104367,0.03,1156.34,approved / USDC Interest Earned
1573,2020-08-16 00:00:03+00:00,Interest,USD,-0.19,0.19,1156.34,approved / Interest
1574,2020-08-15 14:11:26+00:00,TransferIn,NEXO,400.0,60.85,1156.15,approved / Transfer from Credit Line Wallet to Savings Wallet
1575,2020-08-15 11:00:00+00:00,Dividend,NEXO,48.45945513,7.92,1156.15,approved / Base Dividend
1576,2020-08-15 11:00:00+00:00,Dividend,NEXO,32.38889202,5.3,1156.15,approved / Loyalty Dividend
1577,2020-08-15 01:00:02+00:00,Interest,PAX,0.02339839,0.03,1156.15,approved / PAX Interest Earned
1578,2020-08-15 01:00:02+00:00,Interest,USDC,0.02103817,0.03,1156.15,approved / USDC Interest Earned
1579,2020-08-15 00:00:02+00:00,Interest,USD,-0.19,0.19,1156.15,approved / Interest
1580,2020-08-14 01:00:03+00:00,Interest,PAX,0.02339228,0.03,1155.96,approved / PAX Interest Earned
1581,2020-08-14 01:00:03+00:00,Interest,USDC,0.02103268,0.03,1155.96,approved / USDC Interest Earned
1582,2020-08-14 00:00:02+00:00,Interest,USD,-0.19,0.19,1155.96,approved / Interest
1583,2020-08-13 01:00:02+00:00,Interest,PAX,0.02338617,0.03,1155.78,approved / PAX Interest Earned
1584,2020-08-13 01:00:02+00:00,Interest,USDC,0.02102719,0.03,1155.78,approved / USDC Interest Earned
1585,2020-08-13 00:00:03+00:00,Interest,USD,-0.19,0.19,1155.78,approved / Interest
1586,2020-08-12 01:00:03+00:00,Interest,PAX,0.02338007,0.03,1155.59,approved / PAX Interest Earned
1587,2020-08-12 01:00:03+00:00,Interest,USDC,0.0210217,0.03,1155.59,approved / USDC Interest Earned
1588,2020-08-12 00:00:02+00:00,Interest,USD,-0.19,0.19,1155.59,approved / Interest
1589,2020-08-11 01:00:02+00:00,Interest,PAX,0.02337396,0.03,1155.4,approved / PAX Interest Earned
1590,2020-08-11 01:00:02+00:00,Interest,USDC,0.02101621,0.03,1155.4,approved / USDC Interest Earned
1591,2020-08-11 00:00:03+00:00,Interest,USD,-0.19,0.19,1155.4,approved / Interest
1592,2020-08-10 14:45:51+00:00,TransferIn,USDC,60.0,60.0,1155.21,approved / Transfer from Credit Line Wallet to Savings Wallet
1593,2020-08-10 14:45:08+00:00,TransferOut,TUSD,-56.24,56.24,1155.21,approved / Transfer from Savings Wallet to Credit Line Wallet
1594,2020-08-10 14:34:15+00:00,Deposit,TUSD,56.24,56.24,1155.21,approved / 0x5c7316d057e1ab0a29bc8de45cfc49fe0c488bb7b04c0929af8adfcfe4ebdd9e
1595,2020-08-10 01:00:02+00:00,Interest,PAX,0.02336786,0.03,1155.21,approved / PAX Interest Earned
1596,2020-08-10 01:00:02+00:00,Interest,USDC,0.00534534,0.01,1155.21,approved / USDC Interest Earned
1597,2020-08-10 00:00:02+00:00,Interest,USD,-0.19,0.19,1155.21,approved / Interest
